title,score_phrase,score,genre,editors_choice
Quake,Great,8.0,Action,N
ReBoot,Good,7.0,Action,N
Snowboard Kids,Great,8.0,"Sports, Racing",N
Test Drive 4,Good,7.0,Racing,N
Fighting Force,Mediocre,5.5,Action,N
Jimmy Johnson's VR Football 98,Bad,4.0,Sports,N
Reel Fishing,Okay,6.0,Hunting,N
Shipwreckers!,Okay,6.0,Action,N
Command & Conquer: Red Alert,Great,8.0,Strategy,N
Street Fighter EX Plus Alpha,Great,8.3,Fighting,N
Nightmare Creatures,Good,7.8,Action,N
NBA In the Zone '98,Bad,4.7,Sports,N
Nagano Winter Olympics '98,Bad,4.2,Sports,N
Skullmonkeys,Okay,6.0,Platformer,N
Fighters Destiny,Great,8.0,Fighting,N
NHL Breakaway '98,Good,7.0,Sports,N
Felony 11-79,Good,7.0,"Racing, Action",N
Arcade's Greatest Hits: The Atari Collection 1,Good,7.0,Compilation,N
Tiger Shark,Okay,6.5,Action,N
Final Fantasy VII,Amazing,9.5,RPG,Y
International Superstar Soccer 64,Amazing,9.0,Sports,N
K-1 The Arena Fighters,Bad,4.5,Fighting,N
The Incredible Hulk: The Pantheon Saga,Mediocre,5.0,Action,N
Duke Nukem: Total Meltdown,Good,7.0,Shooter,N
Bomberman 64,Good,7.6,Action,N
Vs.,Bad,4.0,Fighting,N
AeroFighters Assault,Mediocre,5.0,Shooter,N
Ghost in the Shell,Great,8.0,Action,N
Arcade's Greatest Hits: The Midway Collection 2,Good,7.0,Action,N
Namco Museum Vol. 5,Okay,6.0,"Action, Compilation",N
Tomb Raider II Starring Lara Croft,Great,8.0,Adventure,N
Diddy Kong Racing,Great,8.4,"Racing, Action",N
G-Police,Great,8.0,Action,N
Clock Tower,Mediocre,5.5,Adventure,N
CART World Series,Good,7.0,Racing,N
Bravo Air Race,Bad,4.0,Racing,N
WCW vs. The World,Okay,6.0,Wrestling,N
Mace: The Dark Age,Good,7.1,Fighting,N
Top Gear Rally,Great,8.4,Racing,N
NBA ShootOut '98,Great,8.8,Sports,N
Yoshi's Story,Good,7.0,Platformer,N
Klonoa: Door to Phantomile,Great,8.0,Platformer,Y
Ray Tracers,Good,7.0,Action,N
Triple Play '99,Good,7.0,Sports,N
Bloody Roar,Great,8.0,Fighting,N
X-Men: Children of the Atom,Awful,3.5,Fighting,N
Extreme-G,Good,7.9,Racing,N
NFL Quarterback Club '98,Good,7.8,Sports,N
Final Fantasy Tactics,Great,8.5,"Strategy, RPG",Y
Monopoly [1998],Awful,3.0,Board,N
Auto Destruct,Okay,6.0,Action,N
Resident Evil 2 [1998],Amazing,9.3,"Action, Adventure",Y
Riven: The Sequel to Myst,Good,7.0,Adventure,N
WCW Nitro,Good,7.0,Wrestling,N
Beast Wars: Transformers,Painful,2.3,Action,N
Red Asphalt,Mediocre,5.0,Action,N
Micro Machines V3,Great,8.7,Racing,N
BallBlazer Champions,Okay,6.0,"Sports, Action",N
Fantastic Four,Unbearable,1.0,Action,N
FIFA Road to World Cup 98,Great,8.5,Sports,N
NCAA GameBreaker '98,Great,8.0,Sports,N
MDK,Great,8.0,Action,N
NBA Fastbreak '98,Bad,4.0,Sports,N
Star Wars: Masters of Teras Kasi,Bad,4.0,Fighting,N
Courier Crisis,Awful,3.0,Action,N
Monster Rancher,Amazing,9.0,Simulation,N
Castlevania: Symphony of the Night,Amazing,9.0,"Action, Adventure",Y
Mischief Makers,Okay,6.2,Platformer,N
Croc: Legend of the Gobbos,Great,8.0,Platformer,N
Formula 1: Championship Edition,Amazing,9.0,Racing,N
Mega Man X4,Good,7.0,Action,N
PGA Tour '98,Good,7.0,Sports,N
Resident Evil: Director's Cut,Great,8.9,"Action, Adventure",N
Marvel Super Heroes,Good,7.0,Fighting,N
Wayne Gretzky's 3D Hockey '98,Mediocre,5.8,Sports,N
Alundra,Great,8.5,"Action, RPG",Y
Robotron 64,Okay,6.9,Action,N
Puyo Puyo Sun64,Good,7.2,Puzzle,N
Street Fighter Collection,Good,7.0,"Fighting, Compilation",N
Chameleon Twist,Okay,6.5,Platformer,N
One,Mediocre,5.0,Action,N
Parappa The Rapper,Amazing,9.0,Music,Y
Critical Depth,Mediocre,5.0,Action,N
Intelligent Qube,Great,8.0,Puzzle,N
Car and Driver Presents Grand Tour Racing 98,Okay,6.0,Racing,N
Jersey Devil,Mediocre,5.0,Platformer,N
Wetrix,Great,8.4,Puzzle,N
Soviet Strike,Great,8.0,Action,N
X-Men vs. Street Fighter,Okay,6.0,Fighting,N
Quest 64,Mediocre,5.9,RPG,N
Road Rash 3D,Mediocre,5.0,Racing,N
Vigilante 8,Great,8.0,Action,N
Forsaken 64,Great,8.0,Action,N
Major League Baseball Featuring Ken Griffey Jr.,Good,7.7,Sports,N
All-Star Baseball '99,Great,8.2,Sports,N
Aero Gauge,Mediocre,5.2,Racing,N
Bio F.R.E.A.K.S.,Okay,6.5,Fighting,N
World Cup 98,Great,8.8,Sports,N
Breath of Fire III,Good,7.5,RPG,N
Hot Shots Golf,Great,8.0,"Sports, Action",Y
Kobe Bryant in NBA Courtside,Good,7.8,Sports,N
Mystical Ninja Starring Goemon,Good,7.6,"Action, Adventure",N
Theme Hospital,Good,7.0,Strategy,N
MLB '99,Good,7.0,Sports,N
Blasto,Mediocre,5.0,Action,N
Newman Haas Racing,Great,8.0,Racing,N
Point Blank,Great,8.0,Action,N
Deathtrap Dungeon,Mediocre,5.0,Adventure,N
SWAT 2,Good,7.0,"Action, Simulation",N
Batman & Robin,Mediocre,5.0,Action,N
SEGA Touring Car Championship,Mediocre,5.0,Racing,N
Fox Sports Golf '99,Okay,6.0,Sports,N
Army Men,Bad,4.0,Action,N
Revenge of Arcade,Okay,6.0,Action,N
Dominion:  Storm Over Gift 3,Bad,4.0,Strategy,N
Addiction Pinball,Great,8.0,Pinball,N
F-1 World Grand Prix,Great,8.3,Racing,N
Mission: Impossible,Okay,6.6,Action,N
NFL Xtreme,Mediocre,5.0,"Sports, Action",N
Granstream Saga,Okay,6.0,RPG,N
Forsaken,Great,8.0,Action,N
Grand Theft Auto,Okay,6.0,Action,N
Crime Killer,Mediocre,5.0,Action,N
Off-Road Challenge,Painful,2.5,Racing,N
Banjo-Kazooie,Amazing,9.6,Platformer,Y
Mortal Kombat 4,Great,8.8,Fighting,N
Jeremy McGrath Supercross '98,Mediocre,5.0,Racing,N
N2O: Nitrous Oxide,Great,8.0,Shooter,N
Chopper Attack,Mediocre,5.6,Action,N
C: The Contra Adventure,Unbearable,1.0,Action,N
Dune 2000,Mediocre,5.3,Strategy,N
Future Cop: L.A.P.D.,Great,8.3,Action,N
M.A.X. 2,Awful,3.7,Strategy,N
Mega Man Legends,Great,8.4,"Action, Adventure",N
Parasite Eve,Good,7.4,RPG,N
MechCommander,Good,7.8,Strategy,N
Pro Bass Fishing,Painful,2.9,Hunting,N
WarGames,Good,7.0,Strategy,N
High Heat Baseball 1999,Good,7.0,Sports,N
Flesh Feast,Mediocre,5.0,Action,N
Grim Fandango,Amazing,9.4,Adventure,Y
Rally Cross 2,Good,7.5,Racing,N
Return Fire II,Good,7.8,Strategy,N
Hedz,Okay,6.5,Action,N
Mike Piazza's StrikeZone,Awful,3.0,Sports,N
Virtual Chess 64,Good,7.7,Board,N
Metal Gear Solid,Amazing,9.8,"Action, Adventure",Y
NASCAR 99,Good,7.0,Racing,N
Kagero: Deception II,Great,8.5,Strategy,N
Red Jack: Revenge of the Brethren,Good,7.0,Adventure,N
Xenogears,Amazing,9.5,RPG,Y
Deadly Arts,Awful,3.2,Fighting,N
GT 64 Championship Edition,Awful,3.9,Racing,N
NFL Blitz [1998],Amazing,9.1,"Sports, Action",N
NCAA Football '99,Good,7.0,Sports,N
Gex 64: Enter the Gecko,Mediocre,5.7,Platformer,N
Incoming,Good,7.0,Action,N
HardBall 6,Okay,6.0,Sports,N
Urban Assault,Okay,6.8,Strategy,N
Warhammer: Dark Omen,Good,7.0,Strategy,N
Panzer Commander,Good,7.0,Simulation,N
Icarus: Sanctuary of the Gods,Bad,4.0,RPG,N
Rosco McQueen: Firefighter Extreme,Bad,4.5,Action,N
Cool Boarders 3,Okay,6.0,Sports,N
Trespasser,Bad,4.7,Action,N
NCAA GameBreaker '99,Great,8.5,Sports,N
Extreme PaintBrawl,Disaster,0.7,Action,N
Bushido Blade 2,Good,7.0,Fighting,N
Front Office Football,Great,8.0,"Sports, Simulation",N
NHL '99,Amazing,9.0,Sports,Y
F-Zero X,Amazing,9.1,Racing,Y
Armored Core: Project Phantasma,Good,7.8,Action,N
Quake II Mission Pack: Ground Zero,Good,7.5,Shooter,N
Star Trek: The Next Generation: Klingon Honor Guard,Good,7.0,Shooter,N
Team Losi RC Racer,Mediocre,5.0,Racing,N
Duke Nukem: Time to Kill,Great,8.0,Action,N
Knights and Merchants: The Shattered Kingdom,Mediocre,5.9,Strategy,N
Iggy's Reckin' Balls,Okay,6.9,Platformer,N
Independence War,Great,8.0,Simulation,N
Spyro the Dragon,Amazing,9.0,Platformer,N
Tom Clancy's Rainbow Six,Amazing,9.4,Shooter,Y
Command & Conquer: Red Alert Retaliation,Good,7.0,Strategy,N
Heart of Darkness,Good,7.8,Platformer,N
NFL GameDay 99,Okay,6.0,Sports,N
Pro-Pinball: Timeshock!,Mediocre,5.0,Pinball,N
Motocross Madness [1998],Great,8.0,Racing,N
Sanitarium,Good,7.0,Adventure,N
Peter Jacobsen's Golden Tee Golf,Good,7.2,Sports,N
Ultim@te Race Pro,Good,7.0,Racing,N
Nam,Awful,3.0,Action,N
Unreal,Amazing,9.0,Shooter,Y
"Game, Net & Match",Okay,6.0,Sports,N
"The Operational Art of War, Vol. 1",Amazing,9.0,Strategy,Y
Might and Magic VI: The Mandate of Heaven,Amazing,9.0,RPG,Y
Test Drive Off-Road 2,Mediocre,5.8,Racing,N
Railroad Tycoon II,Great,8.9,Strategy,Y
WCW/NWO Revenge,Great,8.0,Wrestling,N
Rival Schools: United by Fate,Great,8.0,Fighting,N
Space Station Silicon Valley,Amazing,9.5,Platformer,Y
Cardinal Syn,Mediocre,5.5,Fighting,N
Need for Speed III: Hot Pursuit,Good,7.3,Racing,N
Brunswick Circuit Pro Bowling,Okay,6.8,Sports,N
Redline Racer,Good,7.0,Racing,N
Ninja: Shadow of Darkness,Okay,6.5,Action,N
Caesar III,Great,8.7,Strategy,Y
Cruis'n World,Okay,6.5,Racing,N
Running Wild,Okay,6.1,Racing,N
Test Drive 5,Good,7.5,Racing,N
Bottom of the 9th '99,Mediocre,5.0,Sports,N
Warlords III: Darklords Rising,Great,8.0,Strategy,N
Commandos: Behind Enemy Lines,Great,8.2,Strategy,N
Leisure Suit Larry's Casino,Okay,6.2,Casino,N
Castrol Honda Superbike World Champions,Good,7.5,Racing,N
WWF Warzone,Great,8.5,Wrestling,N
Pro Pilot 99,Mediocre,5.8,Simulation,N
Body Harvest,Great,8.4,Action,N
Madden NFL '99,Great,8.5,Sports,N
MediEvil,Good,7.8,Action,N
Lemmings and Oh No! More Lemmings,Good,7.0,Puzzle,N
Axis & Allies [1998],Great,8.2,Strategy,N
The Game of Life [1998],Good,7.2,Puzzle,N
Rogue Trip: Vacation 2012,Good,7.9,Action,N
S.C.A.R.S.,Okay,6.5,Racing,N
Bomberman World,Good,7.8,Action,N
Dragon Seeds,Okay,6.9,RPG,N
Jane's IAF -- Israeli Air Force,Good,7.0,"Flight, Simulation",N
iF/A-18 Carrier Strike Fighter,Okay,6.8,Simulation,N
The Fifth Element,Mediocre,5.0,Action,N
Get Medieval,Okay,6.1,Action,N
Sensible Soccer '98,Bad,4.3,Sports,N
Wild 9,Great,8.5,Action,N
TOCA Championship Racing,Great,8.2,Racing,N
NHL FaceOff '99,Great,8.8,Sports,N
Pool Hustler,Okay,6.7,Sports,N
Spearhead,Good,7.0,Simulation,N
Activision Classics,Painful,2.0,Action,N
Starship Titanic,Bad,4.9,Adventure,N
Tiger Woods '99,Good,7.8,Sports,N
X-COM: Interceptor,Good,7.0,Action,N
Super B-Daman Battle Phoenix 64,Bad,4.0,Action,N
Pokemon Stadium [Japanese Version],Mediocre,5.0,Battle,N
Waialae Country Club: True Golf Classics,Mediocre,5.8,Sports,N
Devil Dice,Amazing,9.0,Puzzle,Y
Trap Gunner,Great,8.9,Action,N
Deep Sea Trophy Fishing,Unbearable,1.8,Hunting,N
Unholy War,Great,8.0,Strategy,N
Industry Giant [1998],Mediocre,5.0,Strategy,N
Turbo Prop Racing,Great,8.0,Racing,N
Tomba!,Great,8.7,Platformer,Y
Elemental Gearbolt,Great,8.3,Action,Y
Azure Dreams,Good,7.0,RPG,N
Spice World,Painful,2.0,Action,N
Gex: Enter the Gecko,Great,8.0,Platformer,N
Moto Racer 2,Great,8.7,Racing,Y
Circuit Breakers [1998],Great,8.0,Racing,N
Tenchu: Stealth Assassins,Amazing,9.0,Action,Y
G Darius,Great,8.0,Shooter,N
Bomberman Hero,Okay,6.0,Platformer,N
Einhander,Amazing,9.0,Shooter,Y
Gran Turismo [1998],Amazing,9.5,Racing,Y
Tekken 3,Amazing,9.3,Fighting,Y
Vangers,Okay,6.7,Action,N
Twisted Edge Extreme Snowboading,Okay,6.8,Sports,N
Fallout 2,Great,8.9,RPG,Y
Asteroids,Okay,6.0,Action,N
Twisted Metal 3,Bad,4.0,Action,N
Rush 2: Extreme Racing USA,Great,8.9,Racing,N
Small Soldiers,Good,7.2,Adventure,N
Knife Edge: Nose Gunner,Bad,4.6,Shooter,N
X Games Pro Boarder,Good,7.0,Action,N
Brave Fencer Musashi,Great,8.5,Adventure,N
Guilty Gear,Great,8.0,Fighting,N
NFL Quarterback Club '99,Great,8.4,Sports,N
NBA Live '99,Great,8.6,Sports,N
Dual Heroes,Painful,2.8,Fighting,N
Glover,Great,8.3,Platformer,N
Delta Force,Great,8.7,Shooter,Y
Shogo: Mobile Armor Division,Amazing,9.0,Action,Y
Colony Wars: Vengeance,Amazing,9.5,Action,Y
VR Baseball 2000,Okay,6.0,Sports,N
Rage of Mages,Bad,4.6,RPG,N
International Superstar Soccer '98,Amazing,9.1,Sports,Y
Crash Bandicoot: Warped,Amazing,9.1,Platformer,Y
WipEout 64,Amazing,9.1,Racing,N
Lucky Luke,Bad,4.0,Action,N
Thief: The Dark Project,Great,8.9,Action,Y
FIFA '99,Amazing,9.0,Sports,N
Turok 2: Seeds of Evil,Amazing,9.0,Shooter,N
Tomb Raider III: Adventures of Lara Croft,Good,7.7,Action,N
Kensei: Sacred Fist,Mediocre,5.5,Fighting,N
The Elder Scrolls Adventures: Redguard,Good,7.0,Adventure,N
Space Bunnies Must Die,Okay,6.5,Action,N
Star Wars: Rogue Squadron,Great,8.8,"Flight, Action",Y
Roll Away,Great,8.9,"Puzzle, Action",N
O.D.T.: Escape... ...Or Die Trying,Mediocre,5.5,Action,N
Streak: Hoverboard Racing,Bad,4.5,Racing,N
NHL Breakaway '99,Okay,6.0,Sports,N
Milo's Astro Lanes,Okay,6.1,Action,N
FOX Sports College Hoops '99,Bad,4.8,Sports,N
Star Wars: Rogue Squadron 3D,Great,8.3,"Flight, Action",N
Knockout Kings,Good,7.3,Sports,N
Motorhead,Mediocre,5.0,Racing,N
No One Can Stop Mr. Domino,Good,7.8,Puzzle,N
Rugrats: The Search for Reptar,Okay,6.5,Platformer,N
Top Gear Overdrive,Great,8.0,Racing,N
Wheel of Fortune,Okay,6.9,Trivia,N
Buck Bumble,Good,7.2,Action,N
Oddworld: Abe's Exoddus,Good,7.8,Adventure,N
Half-Life,Amazing,9.5,Shooter,Y
Heretic II,Good,7.9,Action,N
SiN,Good,7.0,Shooter,N
Bust A Groove,Amazing,9.0,"Music, Action",Y
The Legend of Zelda: Ocarina of Time,Masterpiece,10.0,"Action, Adventure",Y
Darkstalkers 3,Great,8.0,Fighting,N
Street Fighter Collection 2,Great,8.4,"Fighting, Compilation",Y
Kartia,Great,8.0,RPG,N
Assault: Retribution,Mediocre,5.5,Action,N
Apocalypse,Good,7.0,Action,N
A Bug's Life,Bad,4.0,Platformer,N
Blood II: The Chosen,Okay,6.2,Action,N
Extreme-G 2,Okay,6.9,Racing,N
Centipede [1999],Good,7.6,Action,N
Psybadek,Bad,4.0,Adventure,N
Vigilance,Mediocre,5.8,Action,N
Thunder Force V: Perfect System,Great,8.5,Action,N
Star Soldier: Vanishing Earth,Mediocre,5.0,Action,N
Sid Meier's Civilization II,Great,8.8,Strategy,N
Fatal Abyss,Mediocre,5.3,Action,N
Akuji The Heartless,Great,8.0,Action,N
ruthless.com,Mediocre,5.2,Strategy,N
FunPack 3D,Awful,3.7,Puzzle,N
Microsoft Pinball Arcade,Mediocre,5.2,Pinball,N
Mario Party,Good,7.9,Party,N
Tom Clancy's Rainbow Six Mission Pack: Eagle Watch,Great,8.6,Action,N
Destrega,Mediocre,5.5,Fighting,N
Sierra Sports: Skiing 1999 Edition,Painful,2.5,Sports,N
Close Combat III: The Russian Front,Amazing,9.0,Strategy,Y
Baldur's Gate,Amazing,9.4,RPG,Y
BattleTanx,Great,8.0,Action,N
Starsiege: Tribes,Amazing,9.3,Shooter,Y
Invasion From Beyond,Okay,6.5,Action,N
Magical Tetris Challenge,Good,7.8,"Puzzle, Adventure",N
ESPN X Games Pro Boarder,Good,7.8,Sports,N
Penny Racers,Okay,6.0,Racing,N
Flying Dragon,Mediocre,5.0,Fighting,N
Irritating Stick,Mediocre,5.5,Action,N
The Settlers III,Okay,6.9,Strategy,N
Speed Busters: American Highways,Good,7.8,Racing,N
Montezuma's Return,Mediocre,5.0,Platformer,N
Snowmobile Racing,Mediocre,5.1,Racing,N
NCAA March Madness '99,Good,7.4,Sports,N
Populous: The Beginning,Great,8.6,Strategy,N
NCAA Final Four 99,Good,7.9,Sports,N
WCW/NWO Thunder,Okay,6.6,Wrestling,N
Contender,Awful,3.0,Sports,N
Dark Vengeance,Okay,6.8,Action,N
Animaniacs Ten Pin Alley,Good,7.1,Sports,N
South Park,Okay,6.2,Action,N
Virtual Pool 64,Great,8.0,Sports,N
West Front,Good,7.0,Strategy,N
Pro-Pinball: Big Race USA,Good,7.4,Pinball,N
Beavis and Butt-Head: Bunghole in One,Bad,4.4,Sports,N
Return to Krondor,Good,7.4,RPG,N
Castlevania [1999],Great,8.2,"Action, Adventure",N
Global Domination,Awful,3.6,Strategy,N
Carnivores,Good,7.3,Action,N
Jane's WWII Fighters,Great,8.0,Simulation,N
European Air War,Great,8.2,Simulation,N
Combat Flight Simulator: WWII Europe Series,Okay,6.9,Simulation,N
Powerslide,Great,8.5,Racing,Y
Quest for Glory V: Dragon Fire,Okay,6.6,RPG,N
Gangsters: Organized Crime,Great,8.5,Strategy,N
DethKarz,Okay,6.8,Racing,N
King's Quest VIII: Mask of Eternity,Good,7.8,Adventure,N
Wargasm,Good,7.8,Action,N
3-D Ultra NASCAR Pinball,Awful,3.0,Pinball,N
Extreme Tennis,Painful,2.3,Sports,N
Nectaris: Military Madness [1999],Great,8.5,Strategy,N
Jeff Wayne's The War of the Worlds,Mediocre,5.8,Strategy,N
Microsoft Golf 1999 Edition,Good,7.4,Sports,N
Blackstone Chronicles,Good,7.0,Adventure,N
Bust-A-Move 4,Good,7.5,Puzzle,N
Uprising-X,Great,8.0,Action,N
NBA Jam 99,Good,7.9,"Sports, Action",N
"Warhammer 40,000: Chaos Gate",Good,7.0,Strategy,N
Master of Monsters: Disciples of Gaia,Bad,4.0,Strategy,N
Wheel of Fortune [1998],Great,8.0,Puzzle,N
F1 Formula 1 '98,Good,7.3,Action,N
Golden Nugget 64,Good,7.8,Simulation,N
Plane Crazy,Great,8.5,Racing,N
CyberStrike 2,Okay,6.9,Simulation,N
Barrage,Awful,3.7,Action,N
Rush Down,Unbearable,1.5,Sports,N
Brigandine: The Legend of Forsena,Awful,3.0,Strategy,N
Snowboard Kids 2,Okay,6.0,Sports,N
Guardian's Crusade,Great,8.5,RPG,N
Eliminator,Bad,4.0,Action,N
R-Types,Okay,6.0,Shooter,N
Thunder Brigade,Okay,6.2,Action,N
Marvel Super Heroes vs. Street Fighter,Good,7.5,Fighting,N
Myth II: Soulblighter,Great,8.9,Strategy,Y
Street Sk8er,Good,7.0,Sports,N
Silent Hill,Amazing,9.0,Adventure,Y
Blast Radius,Okay,6.0,Action,N
Tetris 64,Great,8.4,Puzzle,N
SimCity 3000,Amazing,9.0,Simulation,Y
Fisherman's Bait,Awful,3.5,Hunting,N
Syphon Filter,Amazing,9.5,Action,Y
Top Gun: Hornet's Nest,Mediocre,5.1,Simulation,N
Tales of Destiny,Good,7.5,RPG,N
Sid Meier's Alpha Centauri,Amazing,9.5,Strategy,Y
Luftwaffe Commander,Mediocre,5.2,Simulation,N
Notepad,Unbearable,1.5,Productivity,N
Lode Runner 3D,Good,7.0,Puzzle,N
Star Wars: X-Wing Alliance,Great,8.2,Action,N
Big Air,Okay,6.5,Sports,N
Interplay Sports Baseball 2000,Great,8.4,Sports,N
Heroes of Might and Magic III: The Restoration of Erathia,Amazing,9.0,Strategy,Y
Gex 3: Deep Cover Gecko,Great,8.1,Action,N
Redline,Good,7.1,Action,N
EverQuest,Great,8.4,RPG,Y
Micro Machines 64 Turbo,Great,8.6,Racing,N
Rollcage,Amazing,9.0,Racing,N
Beetle Adventure Racing,Amazing,9.1,Racing,Y
Need for Speed: High Stakes,Great,8.8,Racing,Y
Triple Play 2000,Amazing,9.2,Sports,N
Freestyle Boardin' '99,Unbearable,1.0,Sports,N
Army Men 3D,Good,7.0,Action,N
Resident Evil 2 (Platinum Edition),Okay,6.8,"Action, Adventure",N
California Speed,Bad,4.2,Racing,N
North vs. South: The Great American Civil War,Good,7.0,Strategy,N
NASCAR Revolution,Bad,4.5,Racing,N
Legend of Legaia,Good,7.0,RPG,N
Fighter Pilot: Ready - Aim - Fire,Mediocre,5.0,Simulation,N
Beavis and Butt-Head DO U,Mediocre,5.6,Adventure,N
NBA In the Zone '99,Mediocre,5.6,Sports,N
Warzone 2100,Great,8.0,Strategy,N
Machines,Good,7.2,Strategy,N
Falcon 4.0,Great,8.4,Simulation,Y
NHL Blades of Steel '99,Mediocre,5.1,Sports,N
All-Star Baseball 2000,Amazing,9.0,Sports,N
High Heat Baseball 2000,Amazing,9.0,Sports,Y
Charlie Blast's Territory,Okay,6.9,Puzzle,N
Imperialism II: The Age of Exploration,Great,8.4,Strategy,N
Bust-A-Move 99,Good,7.0,Puzzle,N
Carmageddon 2: Carpocalypse Now,Good,7.0,Racing,N
Pro 18: World Tour Golf,Awful,3.0,Sports,N
Sports Car GT,Bad,4.0,Racing,N
Fighter Squadron: Screamin' Demons Over Europe,Good,7.2,Simulation,N
Starsiege,Good,7.7,Simulation,N
MLB 2000,Great,8.9,Sports,N
Rampage 2: Universal Tour,Mediocre,5.3,Action,N
Army Men II,Bad,4.4,Action,N
T'ai Fu: Wrath of the Tiger,Good,7.5,Action,N
Recoil,Great,8.3,Action,N
RollerCoaster Tycoon,Great,8.5,Simulation,Y
Motorhead [1998],Okay,6.0,Racing,N
Grand Theft Auto: London 1969,Good,7.5,Action,N
Street Fighter Alpha 3,Amazing,9.3,Fighting,Y
Ken Griffey Jr.'s Slugfest,Good,7.9,Sports,N
Point Blank 2,Great,8.5,Shooter,Y
Tank Racer,Mediocre,5.2,Racing,N
Ehrgeiz: God Bless the Ring,Good,7.5,Fighting,N
R4: Ridge Racer Type 4,Amazing,9.4,Racing,Y
Extreme Rodeo,Painful,2.0,Sports,N
Extreme Bullrider,Unbearable,1.5,Sports,N
Pokemon Stadium 2 [Japanese Version],Great,8.1,Battle,N
Apache Havoc: Enemy Engaged,Good,7.1,Simulation,N
Microsoft Baseball 2000,Good,7.0,Sports,N
Hello Kitty's Cube Frenzy,Okay,6.5,Puzzle,N
Chameleon Twist 2,Okay,6.1,Platformer,N
Super Smash Bros.,Great,8.5,Fighting,Y
Requiem: Avenging Angel,Okay,6.7,Action,N
Commandos: Beyond the Call of Duty,Good,7.9,Strategy,N
3 Xtreme,Awful,3.0,Sports,N
Civilization: Call to Power,Bad,4.8,Strategy,N
Reah,Mediocre,5.0,"Puzzle, Adventure",N
Dead in the Water,Okay,6.5,Action,N
Pac-Land,Good,7.0,Platformer,N
MechWarrior 3,Amazing,9.1,Simulation,Y
Star Trek: The Next Generation: Birth of the Federation,Mediocre,5.5,Strategy,N
Bloody Roar II: The New Breed,Great,8.8,Fighting,Y
Quake II,Great,8.2,Shooter,N
Bugs Bunny: Lost in Time,Good,7.8,Action,N
Fighting Force 64,Okay,6.4,Action,N
Austin Powers Operation: Trivia,Great,8.0,Puzzle,N
Superman [1999],Awful,3.4,Action,N
Castrol Honda Superbike Racing,Bad,4.0,Racing,N
Star Wars: Episode I: The Phantom Menace,Okay,6.2,Adventure,N
Star Wars: Episode I: Racer,Great,8.0,Racing,N
Alexi Lalas International Soccer,Mediocre,5.5,Sports,N
Awesome Golf,Amazing,9.0,Sports,N
Baseball Heroes,Great,8.0,Sports,N
Basketbrawl,Bad,4.0,"Sports, Action",N
Batman Returns,Great,8.0,Platformer,N
A.P.B.,Great,8.5,Action,N
Command & Conquer (1999),Good,7.6,Strategy,N
Heavy Gear II,Great,8.4,Simulation,N
The Next Tetris,Great,8.8,Puzzle,Y
Extreme Watersports,Unbearable,1.0,Sports,N
Magic & Mayhem,Good,7.3,Strategy,N
Apollo 18: The Moon Missions,Bad,4.2,Simulation,N
Yoot Tower,Good,7.8,Strategy,N
Unreal Mission Pack: Return to Na Pali,Great,8.0,Action,N
Golf,Amazing,9.0,Sports,N
Vegas Stakes,Good,7.0,Simulation,N
Ape Escape,Amazing,9.5,Platformer,Y
Pokemon Blue Version,Masterpiece,10.0,RPG,Y
Harvest Moon,Great,8.0,Simulation,N
Pokemon Red Version,Masterpiece,10.0,RPG,Y
James Bond 007 [1998],Good,7.0,Action,N
F-16 Aggressor,Good,7.3,Simulation,N
Gruntz,Okay,6.0,Puzzle,N
Boss Rally,Good,7.3,Racing,N
Might and Magic VII: For Blood and Honor,Good,7.7,RPG,N
Championship Pool,Bad,4.0,Sports,N
Fighter Maker,Great,8.0,Fighting,N
Star Ocean: The Second Story,Great,8.8,"Action, RPG",N
Jeff Gordon XS Racing,Good,7.0,Racing,N
F-1 Race,Good,7.0,Racing,N
Boggle Plus,Okay,6.0,Puzzle,N
Bomberman GB (Japan),Great,8.0,Action,N
Ultimate 8 Ball,Great,8.0,Sports,N
Klax,Great,8.0,Puzzle,N
Dracula the Undead,Good,7.0,Adventure,N
Hydra,Great,8.0,Action,N
Hard Drivin',Okay,6.0,Racing,N
Xybots,Great,8.0,Action,N
Steel Talons,Amazing,9.0,"Flight, Action",N
Turbo Sub,Good,7.0,Action,N
World Driver Championship,Great,8.8,Racing,Y
Pitfall: Beyond the Jungle,Awful,3.0,Platformer,N
Mole Mania,Great,8.0,Puzzle,N
Game & Watch Gallery,Great,8.0,Compilation,N
Fleet Command,Okay,6.8,Strategy,N
Monkey Hero,Awful,3.0,Action,N
Kirby's Pinball Land,Great,8.0,Pinball,N
Descent 3,Amazing,9.0,Shooter,Y
Total Annihilation: Kingdoms,Okay,6.9,Strategy,N
California Games,Okay,6.0,Sports,N
Bubble Trouble,Good,7.0,Action,N
